id,userId,status,paymentStatus,subtotal,tax,shippingCost,totalAmount,shippingAddress,billingAddress,paymentMethod,paymentTransactionId,trackingNumber,shippingCarrier,orderNotes,cancellationReason,createdAt,updatedAt,processedAt,shippedAt,deliveredAt,cancelledAt
402f407e-51b2-41bc-870e-74eb1173c8b1,191f7d79-01cf-4184-9e1d-637e3d4934cd,SHIPPED,FAILED,8198.619999999999,655.89,0,8854.509999999998,"987 Cedar Ln, Georgetown, OR 97001","987 Cedar Ln, Georgetown, OR 97001",PayPal,,TRK818025,FedEx,,,2022-02-27T12:24:09.992814Z,2023-10-17T16:04:14.192899Z,2023-10-17T16:04:14.192899Z,2023-10-17T16:04:14.192899Z,,
d6b388ff-f727-482f-aa80-181030019b80,795ac722-506d-49d9-b9df-eab043cb0535,SHIPPED,PENDING,10532.96,842.64,0,11375.599999999999,"987 Cedar Ln, Georgetown, OR 97001","987 Cedar Ln, Georgetown, OR 97001",Credit Card,,TRK120754,USPS,,,2024-01-08T05:46:59.337281Z,2024-07-15T01:09:57.108834Z,2024-07-15T01:09:57.108834Z,2024-07-15T01:09:57.108834Z,,
0a532bc6-9175-4283-8a4a-bbb19c86b491,795ac722-506d-49d9-b9df-eab043cb0535,CANCELLED,COMPLETED,1588.64,127.09,0,1715.73,"789 Pine Rd, Madison, TX 75001","987 Cedar Ln, Georgetown, OR 97001",Bank Transfer,a31409c7-339e-4879-89ac-14121bee7e2b,,,,Customer request,2022-10-17T21:39:24.471514Z,2024-11-21T07:43:31.642366Z,,,,2024-11-21T07:43:31.642366Z
1507d504-6f83-454c-b162-3b861a7fb4fe,795ac722-506d-49d9-b9df-eab043cb0535,RETURNED,COMPLETED,469.58000000000004,37.57,0,507.15000000000003,"321 Elm St, Franklin, FL 33101","321 Elm St, Franklin, FL 33101",Bank Transfer,c6805fc4-f4a6-45ca-a002-7ac0b4a28567,,,,,2022-09-21T05:23:47.021954Z,2023-12-07T09:09:02.482273Z,2023-12-07T09:09:02.482273Z,,,
8bc0c45a-eabc-4310-8ae9-5eb5afb20fc0,795ac722-506d-49d9-b9df-eab043cb0535,CANCELLED,COMPLETED,4436.45,354.92,0,4791.37,"987 Cedar Ln, Georgetown, OR 97001","456 Oak Ave, Springfield, CA 90210",Google Pay,17c1d6cc-9044-4f60-ac83-be1d0a11813a,,,,Customer request,2023-03-04T14:46:28.465455Z,2024-04-04T14:23:21.341847Z,,,,2024-04-04T14:23:21.341847Z
ac719a16-92f7-4744-86d8-e107cfb5c5da,b6e5ca90-a6c8-4ba2-9142-70bcaffdf891,PROCESSING,PROCESSING,17274.48,1381.96,0,18656.44,"456 Oak Ave, Springfield, CA 90210","654 Maple Dr, Lincoln, WA 98001",Debit Card,,,,,,2022-04-22T17:41:28.314908Z,2024-11-03T19:26:03.209096Z,2024-11-03T19:26:03.209096Z,,,
acce3e07-d0e4-40a3-8a2a-206d2fde82ef,b6e5ca90-a6c8-4ba2-9142-70bcaffdf891,SHIPPED,COMPLETED,1099.37,87.95,0,1187.32,"321 Elm St, Franklin, FL 33101","654 Maple Dr, Lincoln, WA 98001",Apple Pay,4da66132-42f4-44ad-a128-27f478ab7890,TRK447611,FedEx,,,2022-06-04T13:20:29.257633Z,2024-11-08T23:08:48.976488Z,2024-11-08T23:08:48.976488Z,2024-11-08T23:08:48.976488Z,,
7075be42-abb4-4bf1-a3a5-1247d163f5cc,b6e5ca90-a6c8-4ba2-9142-70bcaffdf891,PROCESSING,FAILED,6564.280000000001,525.14,0,7089.420000000001,"789 Pine Rd, Madison, TX 75001","321 Elm St, Franklin, FL 33101",PayPal,,,,,,2022-07-27T23:09:13.322501Z,2024-12-03T02:23:39.953413Z,2024-12-03T02:23:39.953413Z,,,
88aebd09-e8bc-4442-8d45-d145f97293c5,1b6c65a0-4d4e-4502-81c3-7252da8a9d59,SHIPPED,COMPLETED,6901.25,552.1,0,7453.35,"123 Main St, Anytown, NY 10001","123 Main St, Anytown, NY 10001",Debit Card,7ab97647-1649-461e-aa0b-b421f40113df,TRK569063,FedEx,,,2022-10-15T22:54:57.261504Z,2023-02-08T21:09:58.466515Z,2023-02-08T21:09:58.466515Z,2023-02-08T21:09:58.466515Z,,
ad10e8bd-1036-406f-b38f-95da2652f543,1b6c65a0-4d4e-4502-81c3-7252da8a9d59,RETURNED,FAILED,9104.449999999999,728.36,0,9832.81,"789 Pine Rd, Madison, TX 75001","456 Oak Ave, Springfield, CA 90210",Credit Card,,,,,,2023-08-04T11:56:21.089139Z,2024-08-16T02:11:08.654344Z,2024-08-16T02:11:08.654344Z,,,
ca7187c2-28cc-4c3e-8c87-9f7af7da3dc4,1b6c65a0-4d4e-4502-81c3-7252da8a9d59,DELIVERED,PROCESSING,3287.12,262.97,0,3550.09,"987 Cedar Ln, Georgetown, OR 97001","987 Cedar Ln, Georgetown, OR 97001",Google Pay,,TRK886429,USPS,,,2022-10-14T16:57:58.024583Z,2024-02-27T10:57:10.054537Z,2024-02-27T10:57:10.054537Z,2024-02-27T10:57:10.054537Z,2024-02-27T10:57:10.054537Z,
990e5d19-7728-49bb-b97d-50ff3577dabb,1b6c65a0-4d4e-4502-81c3-7252da8a9d59,DELIVERED,COMPLETED,4038.7400000000007,323.1,0,4361.840000000001,"321 Elm St, Franklin, FL 33101","321 Elm St, Franklin, FL 33101",Bank Transfer,9ea17a00-0690-408a-a193-04f4227293f1,TRK526974,DHL,,,2022-02-02T04:55:59.654489Z,2022-02-23T23:36:01.317414Z,2022-02-23T23:36:01.317414Z,2022-02-23T23:36:01.317414Z,2022-02-23T23:36:01.317414Z,
a1545434-3e55-4355-b6b3-3ab1ff6c4a97,1b6c65a0-4d4e-4502-81c3-7252da8a9d59,PENDING,COMPLETED,1746.21,139.7,0,1885.91,"987 Cedar Ln, Georgetown, OR 97001","987 Cedar Ln, Georgetown, OR 97001",Google Pay,3cfd5762-3a8f-4888-aaed-c31724578c14,,,,,2022-09-25T17:12:31.295322Z,2023-06-25T02:58:28.963406Z,,,,
0decaa16-81e0-4974-8572-d66aada6cb03,cb8f0488-b932-4770-b0f8-97cc22574bff,PENDING,COMPLETED,935.57,74.85,0,1010.4200000000001,"987 Cedar Ln, Georgetown, OR 97001","654 Maple Dr, Lincoln, WA 98001",Credit Card,df3eda1b-e500-482d-aa8e-fe16a00649cf,,,,,2022-06-07T18:51:15.816711Z,2022-09-04T02:00:46.014100Z,,,,
b0083b44-e0a0-41cd-97b8-4227a8b8b3a2,cb8f0488-b932-4770-b0f8-97cc22574bff,DELIVERED,PROCESSING,2275.39,182.03,0,2457.42,"123 Main St, Anytown, NY 10001","123 Main St, Anytown, NY 10001",Credit Card,,TRK599168,UPS,,,2022-05-05T01:45:08.209213Z,2024-11-30T23:59:05.194589Z,2024-11-30T23:59:05.194589Z,2024-11-30T23:59:05.194589Z,2024-11-30T23:59:05.194589Z,
b7b467fb-fae1-4160-8e19-88257595de82,df0e43ac-483a-44da-8717-a45a34799f5c,DELIVERED,PROCESSING,2410.81,192.86,0,2603.67,"123 Main St, Anytown, NY 10001","123 Main St, Anytown, NY 10001",Debit Card,,TRK297340,UPS,,,2022-10-22T23:43:37.907026Z,2022-12-23T14:11:32.006620Z,2022-12-23T14:11:32.006620Z,2022-12-23T14:11:32.006620Z,2022-12-23T14:11:32.006620Z,
216025be-d73c-4401-ac23-83c46b2b218b,df0e43ac-483a-44da-8717-a45a34799f5c,DELIVERED,COMPLETED,4007.5299999999997,320.6,0,4328.13,"987 Cedar Ln, Georgetown, OR 97001","456 Oak Ave, Springfield, CA 90210",Bank Transfer,6dfca6c3-d7fb-4136-aa0f-a13a7d861c2a,TRK167793,FedEx,,,2022-08-22T05:25:40.876651Z,2024-04-19T09:38:26.531265Z,2024-04-19T09:38:26.531265Z,2024-04-19T09:38:26.531265Z,2024-04-19T09:38:26.531265Z,
e36684f8-5652-484e-80d2-f283263d2052,df0e43ac-483a-44da-8717-a45a34799f5c,PENDING,COMPLETED,14337.809999999998,1147.02,0,15484.829999999998,"987 Cedar Ln, Georgetown, OR 97001","123 Main St, Anytown, NY 10001",Google Pay,c1711995-1dbb-4453-ab40-6be6565bc6df,,,,,2024-01-21T01:39:48.857424Z,2024-08-28T02:43:48.942292Z,,,,
4c22d616-fdb4-4f72-b146-719bac86398b,df0e43ac-483a-44da-8717-a45a34799f5c,PROCESSING,COMPLETED,1342.67,107.41,0,1450.0800000000002,"321 Elm St, Franklin, FL 33101","789 Pine Rd, Madison, TX 75001",Bank Transfer,2a121d6b-8e09-4025-b1f0-0bd65d2beaec,,,,,2023-07-14T23:12:14.615754Z,2024-01-04T01:44:22.429635Z,2024-01-04T01:44:22.429635Z,,,
5599d9eb-60d9-4cb2-a1b7-c9b9f72d49d6,7e168ccc-88e8-417f-9e7e-85f2d1ec0c6e,DELIVERED,COMPLETED,6207.98,496.64,0,6704.62,"456 Oak Ave, Springfield, CA 90210","456 Oak Ave, Springfield, CA 90210",Apple Pay,9d53c638-0e7e-4c32-a046-0614fdab9276,TRK595230,UPS,,,2024-06-10T20:09:25.383474Z,2024-06-13T13:50:52.693918Z,2024-06-13T13:50:52.693918Z,2024-06-13T13:50:52.693918Z,2024-06-13T13:50:52.693918Z,
4c4be1aa-e126-433b-b773-ed032c8108e9,7e168ccc-88e8-417f-9e7e-85f2d1ec0c6e,PROCESSING,PROCESSING,934.1500000000001,74.73,0,1008.8800000000001,"654 Maple Dr, Lincoln, WA 98001","321 Elm St, Franklin, FL 33101",Bank Transfer,,,,,,2023-05-25T12:10:19.870085Z,2024-12-07T08:14:12.510168Z,2024-12-07T08:14:12.510168Z,,,
d62f317e-440b-4973-8098-a7d8d1cb5e98,d95de9ed-4ca5-4e53-a139-35a02afdb784,PENDING,COMPLETED,4338.4400000000005,347.08,0,4685.52,"321 Elm St, Franklin, FL 33101","321 Elm St, Franklin, FL 33101",PayPal,7c8b7f99-eda9-42c9-8657-f7a3fc1db850,,,,,2023-05-04T19:18:09.246575Z,2024-10-16T15:51:13.436569Z,,,,
359441f2-0607-4625-8161-50e1ae128d27,a265215b-a0d5-4aea-94b0-23fa2acf14d2,SHIPPED,REFUNDED,2501.46,200.12,0,2701.58,"789 Pine Rd, Madison, TX 75001","789 Pine Rd, Madison, TX 75001",Apple Pay,,TRK952829,UPS,,,2022-03-06T00:28:23.437256Z,2023-07-23T06:20:44.244777Z,2023-07-23T06:20:44.244777Z,2023-07-23T06:20:44.244777Z,,
18e7c2bd-449e-4f9f-a6ee-529034cc6e71,a265215b-a0d5-4aea-94b0-23fa2acf14d2,SHIPPED,COMPLETED,8163.049999999999,653.04,0,8816.09,"654 Maple Dr, Lincoln, WA 98001","321 Elm St, Franklin, FL 33101",Apple Pay,df967e7d-c863-436c-bd09-26f035620da4,TRK763821,FedEx,,,2022-01-20T10:32:56.100225Z,2024-03-16T04:39:20.085257Z,2024-03-16T04:39:20.085257Z,2024-03-16T04:39:20.085257Z,,
8d761a56-0da5-47c2-9c51-02451ddbf1e0,29def184-995e-4c18-8ff5-d294897803e4,SHIPPED,COMPLETED,13260.56,1060.84,0,14321.4,"456 Oak Ave, Springfield, CA 90210","456 Oak Ave, Springfield, CA 90210",Apple Pay,39629663-60df-4b26-9e26-6352ded30e66,TRK373665,UPS,,,2023-07-30T04:50:17.335581Z,2024-12-07T10:38:56.562361Z,2024-12-07T10:38:56.562361Z,2024-12-07T10:38:56.562361Z,,
3f5fb1e0-0421-4f5d-aeca-af1ff842116b,29def184-995e-4c18-8ff5-d294897803e4,PENDING,PENDING,9251.07,740.09,0,9991.16,"321 Elm St, Franklin, FL 33101","654 Maple Dr, Lincoln, WA 98001",Debit Card,,,,,,2023-10-30T20:48:26.082533Z,2024-05-05T14:49:58.154785Z,,,,
ef235934-5ecf-4485-b34c-fab460376fd0,29def184-995e-4c18-8ff5-d294897803e4,PROCESSING,PROCESSING,11988.05,959.04,0,12947.09,"987 Cedar Ln, Georgetown, OR 97001","654 Maple Dr, Lincoln, WA 98001",Credit Card,,,,,,2022-01-18T03:03:55.342399Z,2024-09-21T11:09:20.872210Z,2024-09-21T11:09:20.872210Z,,,
0e748242-16cb-4701-b155-c15bbd5d7f37,b3c432b4-c718-4b7c-af3c-67f40040edfd,PENDING,PENDING,9160.05,732.8,0,9892.849999999999,"789 Pine Rd, Madison, TX 75001","123 Main St, Anytown, NY 10001",Bank Transfer,,,,,,2022-06-05T03:33:10.985790Z,2024-06-04T07:05:48.377819Z,,,,
1d2441e6-2429-4792-a0f9-539a4a66d6f9,b3c432b4-c718-4b7c-af3c-67f40040edfd,DELIVERED,COMPLETED,8880.9,710.47,0,9591.369999999999,"987 Cedar Ln, Georgetown, OR 97001","987 Cedar Ln, Georgetown, OR 97001",Credit Card,6a265cae-4612-492c-a3f1-b4f833f41849,TRK120191,Amazon Logistics,,,2022-04-02T06:28:10.120847Z,2024-05-22T08:14:15.059259Z,2024-05-22T08:14:15.059259Z,2024-05-22T08:14:15.059259Z,2024-05-22T08:14:15.059259Z,
aa811915-46fd-4d40-bd9f-9beee04c0f27,b3c432b4-c718-4b7c-af3c-67f40040edfd,DELIVERED,COMPLETED,11199.490000000002,895.96,0,12095.45,"456 Oak Ave, Springfield, CA 90210","456 Oak Ave, Springfield, CA 90210",Apple Pay,aa70738e-0a12-4524-b363-adf097f77e6f,TRK662277,FedEx,,,2023-11-17T22:44:26.576749Z,2023-12-21T01:12:37.037754Z,2023-12-21T01:12:37.037754Z,2023-12-21T01:12:37.037754Z,2023-12-21T01:12:37.037754Z,
77fbf36f-4ffd-4f78-86d5-8a599802609f,b3c432b4-c718-4b7c-af3c-67f40040edfd,CANCELLED,COMPLETED,4682.04,374.56,0,5056.6,"654 Maple Dr, Lincoln, WA 98001","789 Pine Rd, Madison, TX 75001",Debit Card,b5862cf5-9e84-4f27-935d-fa5e9fad7112,,,,Customer request,2022-10-16T08:35:23.535696Z,2023-11-17T05:53:12.790806Z,,,,2023-11-17T05:53:12.790806Z
fe6b403d-e493-4505-a777-7cd8728abf75,c3a59b0b-c4dc-4ed3-9a69-2ccaf1afc776,DELIVERED,COMPLETED,2315.73,185.26,0,2500.99,"456 Oak Ave, Springfield, CA 90210","456 Oak Ave, Springfield, CA 90210",Apple Pay,e7074220-e4f3-4ad9-b0e7-2154fd89778f,TRK112960,UPS,,,2023-06-09T12:13:11.118167Z,2023-07-21T12:51:06.778896Z,2023-07-21T12:51:06.778896Z,2023-07-21T12:51:06.778896Z,2023-07-21T12:51:06.778896Z,
09eb5831-03d6-467c-8c37-205cdced1ea9,c3a59b0b-c4dc-4ed3-9a69-2ccaf1afc776,DELIVERED,FAILED,1072.49,85.8,0,1158.29,"456 Oak Ave, Springfield, CA 90210","321 Elm St, Franklin, FL 33101",Apple Pay,,TRK387552,FedEx,,,2022-07-31T15:46:24.754942Z,2023-07-01T14:25:38.790478Z,2023-07-01T14:25:38.790478Z,2023-07-01T14:25:38.790478Z,2023-07-01T14:25:38.790478Z,
218086b8-a1ee-42cf-bbf4-cfaeac46d71e,c3a59b0b-c4dc-4ed3-9a69-2ccaf1afc776,PROCESSING,COMPLETED,2152.2,172.18,0,2324.3799999999997,"789 Pine Rd, Madison, TX 75001","789 Pine Rd, Madison, TX 75001",PayPal,6ff01c61-de14-4538-a05a-e303a0f89919,,,,,2023-08-05T05:06:03.385928Z,2024-03-12T20:12:27.777882Z,2024-03-12T20:12:27.777882Z,,,
9f0bb5ad-01ee-430c-925c-db7a61b73313,c3a59b0b-c4dc-4ed3-9a69-2ccaf1afc776,SHIPPED,FAILED,4296.16,343.69,0,4639.849999999999,"123 Main St, Anytown, NY 10001","123 Main St, Anytown, NY 10001",Bank Transfer,,TRK810954,USPS,,,2024-03-30T06:07:58.667638Z,2024-04-14T15:11:00.118055Z,2024-04-14T15:11:00.118055Z,2024-04-14T15:11:00.118055Z,,
e7fd0869-5ab2-4f42-9d6e-e0a351d0a4bf,6bc1fe5a-9eac-4342-b1d2-587c1e8d4bc9,PENDING,COMPLETED,1923.71,153.9,0,2077.61,"789 Pine Rd, Madison, TX 75001","987 Cedar Ln, Georgetown, OR 97001",Bank Transfer,64693585-40c7-4186-a931-3683240f0c75,,,,,2023-04-22T13:11:00.604777Z,2023-06-06T21:04:49.918946Z,,,,
e6e5aa94-fd57-4ae2-a625-040ecb1d8098,241b903c-4c57-4541-b2a4-fbfe1f79ab03,DELIVERED,COMPLETED,7942.620000000001,635.41,0,8578.03,"456 Oak Ave, Springfield, CA 90210","456 Oak Ave, Springfield, CA 90210",PayPal,6de6e539-638d-47a0-ab5a-7dd0068a98bf,TRK491399,DHL,,,2023-10-28T01:55:36.875972Z,2024-06-06T17:44:31.830434Z,2024-06-06T17:44:31.830434Z,2024-06-06T17:44:31.830434Z,2024-06-06T17:44:31.830434Z,
04441e41-1776-44a3-8482-0f1d1365d728,241b903c-4c57-4541-b2a4-fbfe1f79ab03,DELIVERED,COMPLETED,3957.8599999999997,316.63,0,4274.49,"789 Pine Rd, Madison, TX 75001","456 Oak Ave, Springfield, CA 90210",Google Pay,05b65aa0-5904-4ec2-bc24-0181314c0091,TRK476091,USPS,,,2022-11-25T23:40:22.426772Z,2023-05-22T18:25:23.490192Z,2023-05-22T18:25:23.490192Z,2023-05-22T18:25:23.490192Z,2023-05-22T18:25:23.490192Z,
f4c6c3e8-30aa-4934-aed9-b50481d0f9ef,a7f6f471-f8ba-4df7-98a9-2e33714f9a37,DELIVERED,FAILED,1030.16,82.41,0,1112.5700000000002,"654 Maple Dr, Lincoln, WA 98001","654 Maple Dr, Lincoln, WA 98001",Apple Pay,,TRK217314,Amazon Logistics,,,2022-06-18T01:21:32.962905Z,2024-11-14T20:09:38.358245Z,2024-11-14T20:09:38.358245Z,2024-11-14T20:09:38.358245Z,2024-11-14T20:09:38.358245Z,
7b62a352-5ef5-4d07-9503-2bedb3afe975,a7f6f471-f8ba-4df7-98a9-2e33714f9a37,SHIPPED,COMPLETED,1799.22,143.94,0,1943.16,"987 Cedar Ln, Georgetown, OR 97001","321 Elm St, Franklin, FL 33101",Credit Card,7535f548-bcbd-4d4c-ac47-b0e51fbb7522,TRK705048,DHL,,,2023-08-13T00:16:59.577187Z,2024-07-18T05:47:14.717237Z,2024-07-18T05:47:14.717237Z,2024-07-18T05:47:14.717237Z,,
2786f78e-8567-47f0-8ad5-67b037bb0689,a7f6f471-f8ba-4df7-98a9-2e33714f9a37,DELIVERED,COMPLETED,97.98,7.84,0,105.82000000000001,"987 Cedar Ln, Georgetown, OR 97001","987 Cedar Ln, Georgetown, OR 97001",Apple Pay,0d85a104-69db-49e6-960c-180bc4617c55,TRK175714,DHL,,,2022-04-19T07:40:41.475690Z,2022-09-25T22:57:48.197479Z,2022-09-25T22:57:48.197479Z,2022-09-25T22:57:48.197479Z,2022-09-25T22:57:48.197479Z,
76dbf7f3-ece7-4891-9e0b-ec9c7744dd79,a7f6f471-f8ba-4df7-98a9-2e33714f9a37,PROCESSING,COMPLETED,702.5,56.2,0,758.7,"789 Pine Rd, Madison, TX 75001","789 Pine Rd, Madison, TX 75001",Debit Card,55f426d3-36f9-4a5b-bea3-8a6bea468493,,,,,2024-04-25T06:34:40.101279Z,2024-12-24T06:01:01.032608Z,2024-12-24T06:01:01.032608Z,,,
a0ed8c6b-d8d1-4766-acf6-518659e188cf,d6a56ad9-baf4-4cac-9d3e-5432799930c9,RETURNED,COMPLETED,7275.47,582.04,0,7857.51,"456 Oak Ave, Springfield, CA 90210","321 Elm St, Franklin, FL 33101",Apple Pay,6b72ef5e-f21b-4c58-a666-1633d5d2e421,,,,,2023-01-02T21:25:00.731715Z,2024-09-04T09:21:24.393127Z,2024-09-04T09:21:24.393127Z,,,
33305c46-25a8-46ab-ba00-9e81304e85da,d6a56ad9-baf4-4cac-9d3e-5432799930c9,PENDING,COMPLETED,83.71,6.7,0,90.41,"789 Pine Rd, Madison, TX 75001","123 Main St, Anytown, NY 10001",Bank Transfer,4caa814b-7ea8-4830-b7bf-d381cb6f9092,,,,,2024-05-31T12:48:34.807180Z,2024-06-25T13:44:37.650360Z,,,,
0046d383-0567-4533-91c7-7bf10a425827,d6a56ad9-baf4-4cac-9d3e-5432799930c9,SHIPPED,COMPLETED,8454.01,676.32,0,9130.33,"789 Pine Rd, Madison, TX 75001","789 Pine Rd, Madison, TX 75001",Apple Pay,8726e7b4-e59a-4cc5-9782-46f3e97f26c6,TRK817041,UPS,,,2022-03-26T07:46:53.750369Z,2024-01-01T03:29:24.785438Z,2024-01-01T03:29:24.785438Z,2024-01-01T03:29:24.785438Z,,
100af377-c86e-4abe-8067-64aae0266d90,d6a56ad9-baf4-4cac-9d3e-5432799930c9,SHIPPED,COMPLETED,5104.77,408.38,0,5513.150000000001,"321 Elm St, Franklin, FL 33101","321 Elm St, Franklin, FL 33101",PayPal,c0717b08-29e2-40bd-8696-ab511bec5846,TRK547460,FedEx,,,2022-01-29T16:28:04.526461Z,2023-02-04T14:17:44.592497Z,2023-02-04T14:17:44.592497Z,2023-02-04T14:17:44.592497Z,,
c867321e-4f21-41b0-9f2f-783cef1f73c7,96cbd1e3-e407-422e-9730-ee75a2294902,RETURNED,PENDING,754.5100000000001,60.36,0,814.8700000000001,"456 Oak Ave, Springfield, CA 90210","987 Cedar Ln, Georgetown, OR 97001",Apple Pay,,,,,,2023-05-09T15:15:00.406117Z,2023-11-05T12:02:19.191551Z,2023-11-05T12:02:19.191551Z,,,
42eb8f9b-ed9d-403d-81f8-ed1eedd89074,96cbd1e3-e407-422e-9730-ee75a2294902,PENDING,REFUNDED,2767.48,221.4,0,2988.88,"654 Maple Dr, Lincoln, WA 98001","987 Cedar Ln, Georgetown, OR 97001",Apple Pay,,,,,,2023-09-12T18:01:28.520246Z,2024-03-17T22:27:01.742820Z,,,,
e0b7e3f5-3b73-4cf2-95c5-824ecedcff12,54c4e893-8131-4104-830c-623d40e4a1ac,PROCESSING,COMPLETED,264.14,21.13,0,285.27,"456 Oak Ave, Springfield, CA 90210","456 Oak Ave, Springfield, CA 90210",Credit Card,5720e43f-2532-4a90-8eb5-4156b3da7ea1,,,,,2023-03-09T02:04:05.275540Z,2024-03-09T15:25:32.963929Z,2024-03-09T15:25:32.963929Z,,,
43dc5981-2ed8-4607-a22e-6264e8a990c4,4011e120-ab08-449d-93a8-c7ff72ae15ae,PROCESSING,PROCESSING,586.52,46.92,0,633.4399999999999,"654 Maple Dr, Lincoln, WA 98001","123 Main St, Anytown, NY 10001",Apple Pay,,,,,,2023-11-07T17:23:35.275782Z,2024-07-08T02:50:42.194521Z,2024-07-08T02:50:42.194521Z,,,
e0277dff-016a-4703-a98d-ff22c0e87f71,4011e120-ab08-449d-93a8-c7ff72ae15ae,PENDING,PROCESSING,10403.9,832.31,0,11236.21,"789 Pine Rd, Madison, TX 75001","789 Pine Rd, Madison, TX 75001",PayPal,,,,,,2023-12-20T12:00:23.062908Z,2024-09-06T00:07:33.698258Z,,,,
